Gene	1.D3_Contro	2.D3_Treate	3.D6_Contro	4.D6_Treate	5.D10_Contr	6.D10_Treat
Fhitos	0	0	0	0	0	0
Katna1	2533	2464	2412	2523	2085	2201
Lefty1	62	53	70	71	110	53
Mc5r	0	2	0	0	0	0
Kctd3	3642	3561	3211	3408	2725	2893
Kctd2	2189	2117	2201	1999	2565	1962
Kctd1	2328	2008	2045	1618	1846	1563
Kctd7	356	290	256	204	290	234
Kctd6	749	819	664	783	599	510
Kctd5	6412	5251	5122	4065	4442	3818
Kctd4	4	22	4	6	16	6
Kctd9	4446	4127	3325	2919	2088	2782
Kctd8	0	0	0	0	0	0
Polr3gl	1380	1260	1476	1385	1742	1462
Aim1l	0	0	0	0	0	0
Minos1	4360	4099	3985	4034	4839	5269
Prdx4	9497	9528	8165	7072	8783	7609
Gm3363	8	9	7	9	4	6
Ntng2	613	625	549	878	619	691
Glb1l	1541	1215	1209	966	1367	1526
Gm11166	0	0	0	0	0	0
Sycp1-ps1	0	0	0	0	2	0
Rtp4	505	444	350	106	253	92
Optn	2921	3285	2621	3725	2579	5084
Optc	26	20	25	37	40	31
Krit1	6744	6461	5651	5685	4279	4660
Pitx3	0	0	3	4	0	0
Dynlt1a	97	93	58	39	73	99
Dynlt1c	0	0	0	0	0	0
Dynlt1b	62	55	49	47	53	53
Nufip2	11177	12551	11792	12962	8981	11044
Panx2	8	40	26	170	66	56
Dynlt1f	6	7	7	6	10	8
Panx3	2221	8807	4343	31071	6189	36855
Gsdma2	0	0	0	0	0	0
Gsdma3	0	0	0	0	0	0
F630042J09Rik	2	0	2	8	3	4
Camta2	4162	3972	3913	3271	2789	2543
Camta1	326	356	307	329	394	382
Gadl1	1	3	0	2	0	0
Mob1a	10803	10750	9915	9987	8609	8555
Mob1b	3041	3089	2514	2086	1892	1797
Hepacam2	0	5	2	2	0	2
Mboat1	5456	5985	4557	3994	4921	5110
Mboat7	3338	3008	2963	2409	2650	2056
Mboat4	3	2	0	0	4	0
Akt1s1	3982	3919	4306	5544	4170	4446
Mat1a	0	0	0	0	0	0
Neu1	1814	1919	2413	3399	2679	2781
1700020N01Rik	0	0	0	0	0	0
Neu2	84	85	195	203	259	267
4932418E24Rik	0	0	0	0	2	0
Zcrb1	2066	1933	1842	1866	1823	2096
Nwd2	16	16	11	9	2	0
Tktl1	4	5	1	3	1	3
Tktl2	0	0	0	0	0	0
Ppfibp1	40823	33725	32372	30825	29445	30797
Ppfibp2	272	584	626	1189	920	2052
Fam229a	5	6	1	0	0	0
Fam229b	231	244	273	270	531	382
Fopnl	4406	4113	3595	3455	4846	4220
Ddr2	42600	43781	41887	44923	28038	30184
Mmgt1	5425	5731	4767	4944	4765	6161
Mmgt2	1464	1440	1641	2079	2034	2002
Ddr1	5305	4401	4085	3272	3063	3254
Trp53tg5	25	30	29	27	27	17
Cyp4x1os	0	0	0	0	0	0
Cym	0	1	0	0	0	0
Tardbp	14004	14118	11870	11400	12782	14518
1700018B24Rik	0	0	0	0	0	0
Zzz3	6867	6693	5826	5339	4859	4881
Dsg2	0	0	0	0	0	0
Dsg3	0	0	0	0	0	0
Dsg4	0	0	0	0	0	0
C230004F18Rik	0	0	0	0	0	0
Ces1a	20	4	13	9	21	4
Ces1c	0	0	0	0	0	0
Ces1b	0	0	0	0	0	0
Ces1e	0	0	0	0	0	0
Ces1d	0	2	0	0	0	0
Ces1g	2	2	2	2	0	0
Ces1f	0	0	0	0	0	0
1700125H03Rik	9	11	4	3	3	2
Ndn	0	0	0	3	0	0
Ndp	2	1	0	2	0	2
Snapc2	1548	1539	1369	1098	1333	1257
Rbp2	2	2	0	0	0	0
Swt1	1674	1621	1523	1344	1816	1534
Rbp3	3	2	4	2	2	2
Srfbp1	1716	1573	1356	1650	1386	1471
Snapc4	3214	2937	2265	1982	1364	1469
Ppifos	273	262	221	152	153	174
Alpk1	2920	2800	2082	1716	1424	1165
Alpk3	3	10	2	19	10	2
Alpk2	2	2	0	2	0	0
C2cd2l	912	961	899	953	543	882
Kif18a	2310	2521	1338	842	844	1457
Kif18b	4116	4179	2122	950	1034	1837
C330007P06Rik	1502	1385	1432	1179	1467	1470
Rhox12	0	0	0	0	0	0
Rhox13	0	0	0	0	0	0
Rhox10	0	0	0	0	0	0
Rhox11	0	0	0	0	0	0
Dcstamp	0	0	0	0	0	0
Syndig1	0	0	0	0	0	0
Mir450-1	0	0	0	0	0	2
Desi2	6834	6958	7670	6784	7130	6170
Fam210b	1223	934	1185	975	1456	1286
A930019D19Rik	15	10	4	8	11	8
Desi1	3380	3372	3209	3261	3224	4442
Gm29766	458	502	382	312	247	269
Nepn	2	2	4	0	0	0
Kdr	0	0	0	0	0	0
Aire	0	0	0	0	0	0
Airn	648	744	540	453	684	566
D930028M14Rik	3	8	8	33	13	38
Pkhd1	42	53	39	30	69	97
L2hgdh	1717	1306	1196	1008	1124	1298
Mir6236	43578	44191	48186	54188	46782	56368
Mir6237	0	0	0	0	0	0
Lhx1os	0	0	0	1	0	0
Mir6238	0	0	0	0	0	0
Mir6239	0	2	0	0	0	0
Brix1	5732	5834	5251	5867	4913	5567
Hvcn1	172	239	365	308	529	428
1700110K17Rik	0	2	1	0	1	0
Efcab11	521	446	312	151	263	314
4930407G08Rik	11	0	2	0	2	0
Efcab12	24	7	7	3	4	2
Efcab14	4526	4047	3906	3288	3152	3490
Grwd1	2891	3181	2274	2243	2015	2768
Olfr1367	0	0	0	0	0	0
Olfr1366	2	2	0	0	0	2
Olfr1364	0	0	0	0	0	0
Olfr1362	0	0	0	0	0	0
Olfr1361	0	0	0	0	0	0
Olfr1360	0	0	0	0	0	0
Ccdc88a	12083	12189	10136	9296	7634	8713
Ccdc88b	13	15	10	2	5	1
Ccdc88c	15	68	69	155	108	86
Olfr1368	0	0	0	0	0	0
Plekhm1	3089	3013	3094	2433	2203	2094
Plekhm2	2896	2647	2879	2509	2335	2282
Plekhm3	1501	1781	1336	1845	955	1083
Ifnl2	0	0	0	0	0	0
Ifnl3	0	0	0	0	0	0
Tma7	414	401	368	316	407	429
Mb21d1	831	985	483	412	801	1124
Mb21d2	980	1162	765	967	510	659
Blvrb	2405	2351	1982	1738	2607	2137
Trip6	4523	4452	4027	4542	3811	3770
Trip4	4140	3903	4289	4100	3811	3663
Mlh3	296	242	185	249	292	332
Mlh1	1644	1821	1363	1753	1739	2259
Elavl4	0	0	2	2	0	0
Elavl1	9533	9451	8752	7469	6815	7119
Elavl2	0	0	0	0	0	0
Elavl3	9	2	1	4	5	7
Tigit	8	5	0	0	1	2
Myc	13246	14657	11116	10477	7684	6956
Myb	0	0	0	1	2	0
1700109I08Rik	0	0	0	0	0	0
Scn10a	6	11	1	2	2	0
Mir653	0	0	0	0	0	0
Mir652	2	1	1	0	0	0
Mir654	0	0	0	0	0	0
Baiap2l2	1	1	0	0	0	0
Baiap2l1	75	96	70	54	69	57
A330041J22Rik	22	18	22	33	18	20
6430411K18Rik	0	0	0	0	0	0
1600025M17Rik	0	0	0	0	0	0
Luc7l3	10689	10307	10403	10066	11332	9907
Luc7l2	17488	17242	13888	13631	11270	11500
Fam205a1	0	0	0	0	0	0
Fam205a2	0	0	0	0	0	0
Alx3	4	17	6	70	17	48
9530026P05Rik	3	2	0	0	0	0
Ncmap	23	37	22	24	19	19
Cdx4	0	0	0	0	0	0
Pclo	2	0	0	0	0	6
Ankrd63	0	6	2	10	0	0
Ankrd61	141	109	84	45	42	48
Ankrd60	1	0	0	0	2	2
Ankrd66	13	5	8	6	8	0
1600023N17Rik	15	16	29	21	32	25
Rnf149	4542	4464	4103	4239	3181	3104
Rnf148	0	0	0	0	0	0
Stbd1	1137	1464	780	1974	565	696
Rnf141	214	202	151	155	144	202
Rnf145	10557	10560	8166	7603	7054	6798
Rnf146	3104	2995	3115	3191	2453	2497
Slco3a1	1466	1550	1039	1177	848	1136
H2-DMa	220	336	217	290	226	182
Ptchd4	0	0	0	0	0	0
Ptchd3	0	0	0	0	0	0
Ptchd2	8	6	13	1	0	2
Ptchd1	0	0	0	0	0	0
AI854517	0	0	0	0	0	0
Supt7l	2174	1949	1858	1618	1563	1519
1700094M24Rik	0	1	0	3	0	0
Olfr279	0	0	0	0	0	0
Olfr275	0	0	0	0	0	0
Olfr273	0	0	0	0	0	0
Olfr272	0	0	0	0	0	0
Olfr270	0	0	0	0	0	0
Anapc16	3857	3750	3548	3747	3495	3026
Cdx1	12	6	5	0	2	0
Cdx2	0	0	0	0	0	0
6330403A02Rik	0	3	0	1	0	2
Mmaa	468	480	502	368	422	395
Ube2cbp	130	213	102	191	130	174
Mmab	2005	1916	1945	1597	1749	1636
Draxin	2	11	7	12	17	8
Stab1	384	843	685	2405	837	2349
Stab2	206	176	216	162	234	152
Slc45a4	2997	2532	2490	1940	1800	1287
Slc45a1	2	2	4	5	1	0
Slc45a3	24	75	17	79	27	26
Slc45a2	2	2	0	7	3	2
Olfr1338	0	0	0	0	0	0
Mpc2	2064	2321	2240	2434	3171	3193
Mpc1	441	410	385	393	592	500
Fnbp1	4558	4259	3775	2553	3698	2904
Fnbp4	8409	7519	6068	5090	5668	5417
Zfpm2	191	237	131	242	104	130
Zfpm1	1182	1032	1368	1129	880	843
Csmd2	2	2	2	4	2	0
Csmd3	436	504	547	484	446	557
Csmd1	0	0	0	0	0	0
Swi5	9105	9327	8951	9772	11163	11587
C230079O03Rik	0	0	0	0	0	0
Hpcal1	2433	2406	2237	2099	1774	1672
Hpcal4	0	0	0	2	0	3
Hsd3b4	0	0	0	0	0	0
Hsd3b5	0	0	0	0	0	0
Hsd3b6	0	0	0	0	0	0
Hsd3b7	1316	1109	1530	1449	2015	1723
Hsd3b1	1	0	0	0	0	0
Hsd3b2	0	2	0	2	2	1
Cep104	1794	1775	1367	1222	852	1070
Ifna13	1	0	1	0	0	0
Ifna12	0	0	0	0	0	0
Ifna11	0	0	0	0	0	0
1010001N08Rik	0	4	0	0	0	0
Ifna16	0	0	0	0	0	0
Pik3ap1	0	0	0	2	0	0
Ifna14	0	0	0	0	0	0
Iffo1	2065	1609	2079	1514	1813	1238
Iffo2	3878	3854	4042	4224	2619	3523
Neo1	8942	10196	6459	8923	5362	7835
Scarna9	48	60	72	29	25	22
Scarna8	9	5	4	0	3	4
Scarna6	33	30	3	7	10	9
Scarna2	0	1	3	1	1	1
Atf4	22096	21552	20261	33460	10570	12143
Gnb2l1	110448	113770	127810	152632	140798	125289
2700097O09Rik	320	254	212	179	272	277
M1ap	88	103	98	78	149	102
Cyb5d1	170	163	167	131	145	150
Msrb1	4444	3537	3098	2483	3589	2937
Msrb3	23066	20210	16497	15080	17847	18922
Msrb2	1008	1367	1556	1382	1991	1257
Kpna4	10614	9914	10001	8911	9177	9108
Evi5	4938	5219	4475	4309	3697	3471
Zfp385a	2145	2036	1946	1421	1138	1083
Zfp385c	6	10	3	4	12	11
Zfp385b	0	0	0	8	0	0
4930484H19Rik	1	2	0	1	3	0
Bcas3os2	2	5	4	12	8	12
Bcas3os1	4	9	2	15	7	6
Aftph	4124	4317	3959	4418	3286	3441
9630001P10Rik	0	0	0	0	0	0
Bcdin3d	366	423	339	333	367	315
Ap2b1	21636	21183	20872	18011	17226	16499
Skap2	4641	4968	4427	4576	5088	4881
Skap1	12	2	1	2	29	21
Gm15706	149	171	134	196	219	280
Gm15708	91	76	55	59	78	87
Capg	9539	6885	9740	9300	14809	10414
Gm13629	0	0	0	2	0	0
Kcnab1	55	68	48	63	30	41
Abhd12	5797	5400	6281	7855	6106	6748
Abhd13	3511	3618	3365	3451	2539	3286
Cap1	29201	27277	27061	24571	24795	23608
Cap2	2048	1511	1522	1009	1134	608
Usp45	7490	7338	6511	5316	4327	4010
Usp44	4	23	5	27	6	21
Atp2b1	11645	13918	10523	14406	7105	10010
Atp2b3	6	11	19	5	35	5
Atp2b2	0	0	0	2	0	2
Atp2b4	5921	9924	8545	10209	4909	6884
Rnf186	2	1	0	1	0	0
Mtss1l	21484	20147	27749	18920	17275	12359
Dpy30	2218	2143	1716	1599	2056	1963
Usp40	5598	5175	5115	4247	4498	4299
Ptafr	2	4	12	3	6	2
Usp43	0	0	0	0	0	0
Sbspon	38	36	27	23	8	11
B230206H07Rik	5	6	1	10	5	13
Phyh	1646	1635	1925	1878	2746	1943
Snora5c	11	14	14	20	9	16
Ggt1	6	9	10	24	8	8
Ggt6	0	0	0	0	0	2
Ggt7	383	704	343	383	220	180
Prss22	0	0	0	0	0	0
Prss23	17908	10562	14747	7276	14338	8768
Prss28	0	0	0	0	0	0
Prss29	0	0	0	0	0	0
Ccdc65	29	45	11	26	37	35
Ccdc64	112	98	111	72	112	73
Ccdc67	2	2	2	2	0	3
Ccdc66	1791	1662	1596	1579	1365	1466
Ccdc61	1114	984	786	715	738	743
Ccdc60	0	2	0	0	0	0
Ccdc63	5	2	1	0	7	5
Ccdc62	230	222	194	169	420	253
Ccdc69	4	2	0	4	2	3
Ccdc68	5	11	17	17	11	0
Dact1	5575	5610	6078	4564	3925	2660
Dact3	4244	3462	3120	2024	2536	1955
Dact2	184	119	117	31	80	8
Speer5-ps1	9	10	28	38	16	19
Nmbr	4	7	3	0	0	1
1110046J04Rik	170	120	146	109	190	159
C1qc	0	0	0	0	0	0
C1qb	0	0	0	0	0	0
C1qa	0	0	0	0	0	0
Ube2r2	12309	11297	12156	9758	10413	8964
Slc12a5	45	54	35	22	14	24
Slc12a4	8156	7463	7201	8799	5497	7074
Slc12a7	9211	7589	9105	4863	7353	4533
Slc12a6	3401	3517	3261	3017	2868	2889
Slc12a1	11	58	41	73	50	69
Slc12a3	6	1	4	1	0	1
Slc12a2	7717	8600	6498	6474	4579	4203
Slc12a9	1191	1060	1032	982	805	907
Slc12a8	36	25	27	34	14	46
Gm3750	0	0	0	0	0	0
Nalcn	0	0	0	4	4	2
Mylk4	2	4	2	1	2	0
Mylk2	1	5	2	13	13	6
Spata31d1b	0	0	2	0	0	0
D430020J02Rik	1125	992	647	355	829	975
4930519F16Rik	0	0	0	0	0	0
Atp6v1c2	4	5	2	1	2	1
Atp6v1c1	3651	4150	3638	4486	3411	4344
4921507L20Rik	76	72	54	48	45	29
4933427D06Rik	11	19	11	2	3	0
Lgmn	2405	2003	2217	1934	2353	2346
Spata22	2	9	3	10	16	11
Spata20	8	15	10	12	8	0
Spata21	29	24	6	2	12	8
Spata24	355	289	239	168	318	292
Spata25	21	14	10	18	16	35
Vmn1r217	0	0	0	0	0	0
Vmn1r216	0	0	0	0	0	0
Vmn1r215	0	0	0	0	0	0
Vmn1r214	0	0	0	0	0	0
Vmn1r213	0	0	0	0	0	0
Vmn1r212	2	4	0	2	2	0
Vmn1r211	0	0	0	0	0	0
Vmn1r210	0	0	0	0	0	0
Vmn1r219	0	0	0	0	0	0
Vmn1r218	0	0	0	0	0	0
Dars2	1339	1362	1212	1320	1708	1808
Sult1c2	0	0	0	0	0	0
Sult1c1	0	0	0	0	0	0
Slc11a2	4997	5111	4514	4750	3360	4644
Grb7	2	3	0	0	0	0
Slc11a1	30	15	29	39	45	41
1700105P06Rik	20	23	11	30	14	15
Spata2l	435	341	444	378	437	374
Csf2rb2	0	0	0	2	0	0
1700067G17Rik	0	0	0	0	0	0
Mesdc1	4292	3863	3405	3330	2262	2592
Mesdc2	6421	6594	6539	6351	5354	6083
Ubl7	2134	2048	2196	2079	2360	1845
Cdc6	2090	1927	977	577	1721	3175
Cdc7	2144	1961	1052	576	1108	1621
3300005D01Rik	203	151	235	149	628	255
Aebp1	16515	13621	11721	12699	16421	17887
Aebp2	17526	15571	12074	9082	8253	8386
4930483O08Rik	0	3	0	0	1	3
Shc4	232	212	214	249	282	163
Shc1	5210	4594	5373	4486	5864	4667
Shc2	2256	2357	2491	4110	3031	4637
Shc3	0	0	2	2	0	4
Ifi27	4192	4251	3895	3887	5138	3709
Med12l	147	176	165	147	85	55
Cstl1	1	3	2	0	1	0
Wt1	0	0	0	0	0	0
Tas2r109	0	0	0	0	0	0
Tas2r108	0	0	0	0	0	0
Dio1	0	2	0	0	0	0
Dio2	3	13	4	221	88	190
Dio3	122	100	116	87	163	66
Tas2r103	0	0	0	0	0	0
Tas2r102	0	0	0	0	0	0
Tas2r105	0	0	0	0	0	0
Tas2r104	0	0	0	0	0	0
Tas2r107	0	0	0	0	0	0
Tas2r106	0	0	0	0	0	0
AY512931	14	11	0	3	6	1
Tep1	2712	2441	2485	2556	2144	1741
Apcs	0	0	0	0	0	0
4930401C15Rik	0	0	0	0	0	0
Gabarap	24506	23455	29780	34512	42670	39050
Gm2933	0	0	0	0	0	0
Aplp1	0	2	0	0	2	2
Aplp2	38782	42741	41082	37241	28720	31070
Tepp	0	0	0	0	0	0
Catsperg1	4	17	4	17	30	25
Catsperg2	0	0	0	0	0	0
Apc2	530	352	356	190	299	180
E230016M11Rik	84	80	85	73	64	42
1700010I14Rik	0	2	0	0	0	0
Blm	2514	2727	1514	1120	1532	2589
Sprr4	0	0	0	0	0	0
Sprr3	0	0	0	0	0	0
8430422H06Rik	0	0	0	0	0	0
BC030500	0	0	0	0	0	0
Gm10421	0	0	0	0	0	0
4930515B02Rik	1	3	0	0	1	1
Btbd9	3597	3747	3251	2887	2608	2506
Btbd8	135	110	101	89	74	101
Btbd7	5950	5508	4975	4067	3425	3551
Btbd6	1490	1286	1266	948	1106	1094
Btbd1	1263	1302	1203	1264	1343	1295
Btbd3	1643	1590	1277	1472	953	971
Btbd2	3027	2874	3316	2648	3716	2883
Eomes	4	0	0	2	4	0
Cd151	4963	4446	4696	5012	4025	3885
Erc1	13807	14608	11813	9991	8267	10670
Erc2	0	9	0	21	2	2
Dhx16	6259	6154	5693	5174	4462	4719
Dhx15	28364	28524	24337	23402	19191	22525
Alad	2828	2601	1902	1863	2000	2272
Mthfd2	7833	8685	8929	19940	3544	6043
Mthfd1	7860	8022	5549	5257	5292	7102
Katnal1	2329	2188	2101	1607	2001	1779
Katnal2	129	152	95	85	107	133
Olfr584	0	0	0	0	0	0
Fmr1nb	0	0	0	0	0	0
Adrbk1	6775	6339	5313	4449	4290	3936
Adrbk2	7564	5171	6853	2617	4241	2238
Gyg	2354	2757	2625	3190	3279	2847
Gyk	1650	1471	1062	762	1040	1093
Rpp14	2238	2539	2341	2393	2335	2520
1700080O16Rik	0	2	2	0	0	0
Edil3	5524	4797	5365	2543	5600	2546
Spast	5811	5768	5708	5458	4414	4357
Jchain	4	1	0	0	2	0
A630020A06	3	2	2	1	3	3
Ubash3b	941	1276	683	678	535	672
Faap20	877	934	907	786	897	749
Faap24	593	603	418	386	443	499
1700123L14Rik	4	2	3	4	5	4
Defa-ps12	0	0	0	0	0	0
Defa-ps13	0	0	0	0	0	0
Hist2h2bb	8	19	2	2	12	12
Hist2h2be	377	369	412	304	502	292
Calcrl	10	23	12	64	6	7
Ccr10	173	129	165	193	159	128
Npy1r	0	0	0	0	0	0
Apobec3	380	272	235	200	249	128
Apobec2	31	83	294	182	476	154
Apobec1	715	496	583	718	617	416
Mir5130	0	0	0	0	0	0
Mir5131	0	0	0	0	0	0
Mir5132	0	3	3	1	2	1
Apobec4	4	2	4	4	0	0
Ifit1bl2	0	0	2	4	3	2
Sntn	0	0	0	0	0	0
Apba1	1390	2147	1766	1823	1255	1373
Apba3	3551	3460	3831	3860	2905	2700
Apba2	0	0	0	0	0	2
Agtr2	0	0	0	0	0	0
Gstk1	36	49	30	29	16	9
Acss3	994	1053	1180	680	1382	555
Acss2	4422	3595	2898	1572	1893	1202
Acss1	0	0	0	0	0	2
Hfe2	7	45	7	99	18	119
Tmsb15b2	0	0	0	0	0	0
4930563M20Rik	0	0	0	0	0	0
Colq	1527	1736	2219	1809	2778	2551
Crtc1	3880	3677	3678	2972	2649	2277
Crtc3	2849	3143	2872	2631	1963	1879
Crtc2	2354	2096	1913	1570	1417	1481
Ttr	0	0	0	0	0	0
Dnm3os	14669	13682	7804	9630	8698	7709
Greb1l	1145	2272	1058	1612	914	1470
Tamm41	787	844	575	574	646	861
Naalad2	149	182	140	277	133	249
4930572K03Rik	0	0	0	0	0	0
Mir758	0	0	0	0	0	0
Mir759	0	0	0	0	0	0
Mir193a	3	1	1	2	0	2
Mir193b	1	2	5	3	1	4
Gm15850	0	0	0	0	0	0
Agtr1b	0	2	0	4	0	2
Agtr1a	8	22	14	31	12	31
Vmn1r79	0	0	0	0	0	0
Lypd6	2	0	0	0	0	0
Lysmd2	720	758	648	649	746	727
Lypd4	0	0	0	0	0	0
Lypd5	0	0	0	0	0	0
Lypd2	0	0	0	0	0	0
Lypd3	0	0	0	0	0	0
Tollip	6911	7028	6408	6165	4474	5556
Lypd1	0	0	0	0	0	0
Ttl	4570	4125	3670	2973	2985	3232
Akr1d1	0	2	0	0	0	0
Lypd8	0	0	0	0	0	0
Hypm	0	0	0	0	0	0
Aamp	10343	9767	10771	9687	10774	9740
Hypk	5722	5673	5497	6057	6320	6363
Vmn1r75	0	0	0	0	0	0
4930447N08Rik	0	0	0	0	0	0
Mir1938	7	6	6	4	1	0
D7Ertd443e	0	2	4	6	2	17
Mir1930	4	3	7	5	3	0
Mir1931	6	6	1	1	3	0
Mir1932	3	3	6	5	7	3
Mir1933	0	5	1	1	0	0
D130040H23Rik	391	377	399	288	444	331
Pde8a	8705	6998	8345	7383	5157	5387
Mir1936	0	0	0	0	0	0
Psen2	714	798	769	1005	875	701
Psen1	5179	4835	4790	4552	3331	4054
Mir7094-1	0	0	0	0	0	0
Mir7094-2	0	0	0	0	0	0
Rbakdn	0	0	0	0	1	0
Orm1	1	7	0	0	4	0
Cbwd1	2268	2353	1980	2205	2230	2525
Orm3	11	5	3	4	1	1
2610002M06Rik	3201	3242	3058	2526	3114	2299
Gm5820	2	0	1	4	1	2
Lztfl1	977	1183	1113	1406	1017	1238
2810021J22Rik	897	793	829	642	787	717
4930578I06Rik	0	0	0	0	0	0
Otud6b	4269	4156	3145	3144	3353	4034
Cul4a	10967	10026	9915	9445	8621	8621
Otud6a	0	0	2	0	0	0
2010109I03Rik	0	0	0	0	0	0
Simc1	2858	2518	2022	1392	1334	1304
Lman1	19203	20406	19571	25612	14585	21858
Lman2	9691	9790	9650	10207	8482	11041
4833415N18Rik	9	8	8	4	1	9
Gnaq	11797	11296	10588	8431	7580	7776
Gnas	95313	92675	96991	94823	85081	85867
Olfr750	0	0	0	0	0	0
Gnaz	284	247	227	208	242	207
Slco1b2	0	0	0	0	0	0
Gnal	319	361	349	392	310	274
1700025F22Rik	0	0	0	0	0	0
AI593442	0	0	0	2	0	0
9030617O03Rik	4987	4581	3705	2735	3321	2901
Utp15	3054	2982	2315	2434	1778	2340
S100a11	5056	4570	3872	3422	4210	3537
S100a10	25261	20468	25199	17118	27125	18349
S100a13	2640	2514	2435	1630	3820	2807
Angpt1	26	126	20	289	25	320
S100a14	10	33	23	10	8	4
Fam21	12017	10959	11511	11572	9373	8807
Lrrc73	233	203	316	165	344	252
Nek6	3480	2952	2770	2830	3031	2718
Tjp3	7	3	2	8	3	3
Gm13986	42	58	33	56	63	77
Tjp1	12127	13002	11544	12436	8486	8868
Guca2b	1	0	0	0	0	0
Smyd4	749	714	718	734	947	894
Smyd5	5017	5296	4345	4965	3378	4207
Cox4i1	16949	16765	16916	17015	18709	17250
Smyd1	27	12	11	16	8	7
Smyd2	6810	6383	6517	5997	6344	6656
Smyd3	1144	962	1096	882	1486	1152
Gm4884	0	0	0	0	0	0
Lemd2	4348	3930	4294	4731	3701	3658
Mir3471-2	0	0	1	0	0	0
Mir3471-1	3	7	5	4	4	4
Rtl1	13	18	13	0	10	2
Ambp	1	0	0	0	0	0
Zbtb40	1850	2098	1634	1723	1299	1884
Zbtb41	9290	9929	8925	8631	7048	8665
Ambn	0	0	0	2	0	0
Zbtb43	2386	2228	2163	1887	1776	1592
Zbtb44	2264	2892	2298	2261	1601	1966
Gm6034	4	5	4	0	3	4
Zbtb46	736	1057	740	1047	596	837
Mob2	1540	1413	1474	1595	1411	1718
Zbtb49	956	814	777	652	578	500
Mob4	5236	4908	4757	4161	5061	4809
Gapvd1	10887	11069	8664	7738	7021	7267
5730488B01Rik	0	0	0	0	0	0
Agxt2	0	0	2	0	1	0
Tgoln2	0	0	0	0	0	0
Tgoln1	4451	4543	4449	5158	3156	3924
Vdr	4928	3514	2204	2199	2347	2949
P4ha2	4205	4821	7435	10373	6105	9396
P4ha3	11183	8626	6721	3784	8099	4804
P4ha1	10684	10590	17180	23338	16044	20779
Mobp	0	0	0	2	0	0
Pramel6	0	0	0	0	0	0
Pramel7	0	0	0	0	0	0
Pramel4	0	0	0	0	0	0
Pramel5	0	0	0	0	0	0
Pramel3	0	0	0	0	0	0
Pramel1	0	0	0	0	0	0
Vps53	3667	3744	3373	3381	3055	3188
Vps52	5029	4571	4782	4605	4659	4246
Vps51	4402	4120	4774	4906	4734	4339
Vps54	4219	4782	3868	3975	3161	3734
Gm15133	5	5	1	2	5	8
Klra15	0	0	0	0	0	0
Pla1a	93	43	76	72	177	105
4930552P12Rik	34	22	38	24	35	22
Ttc39aos1	78	63	67	91	68	69
4932413F04Rik	0	0	0	0	0	0
Rnf111	2797	2621	2485	2119	1684	1690
Stx5a	9399	9701	10204	12318	8595	8638
Gm11837	6	5	1	0	0	0
Anapc15	599	591	396	357	417	554
1700020L24Rik	1055	839	853	1049	530	580
Anapc11	3396	3127	3231	2919	4290	4487
Anapc10	778	737	788	695	885	843
Anapc13	1255	1272	1306	1242	2145	1831
4933417E11Rik	13	18	38	39	81	27
Olfr538	0	0	0	0	0	0
Trrap	23696	21719	19468	14853	14913	12452
Kpna7	0	0	0	0	0	0
Kpna6	10363	10198	8700	7486	7398	8308
Cyb5d2	601	702	698	773	1008	899
Kpna3	6511	6859	5130	4836	5195	5819
Kpna2	472	416	220	123	166	267
Kpna1	6215	6903	5850	6435	5179	6033
Coq9	2592	2457	2662	2865	3139	2525
Coq5	1151	1246	1048	1202	1210	1358
Coq4	811	818	741	653	624	609
Coq7	843	984	719	654	673	855
Coq6	1548	1478	1334	1129	1158	1033
Coq3	1762	1843	1631	1751	1821	1718
Coq2	1536	1385	1322	1401	1680	1780
Scp2	1597	1510	1512	1579	2310	1796
Spata31d1a	0	0	0	0	0	0
Aunip	788	720	339	174	471	802
Spata31d1c	0	2	0	0	0	0
Spata31d1d	1	0	1	0	1	0
Cdk20	288	258	331	386	300	291
5031434O11Rik	10	8	7	13	23	13
1110019D14Rik	190	161	244	208	455	373
Gm4301	0	0	0	0	0	0
Gm4303	0	0	0	0	0	0
Gm4302	0	0	0	0	0	0
Gm4305	0	0	0	0	0	0
Gm4307	0	0	0	0	0	0
Zfp280c	2846	2883	2363	2146	1902	1930
Zfp280b	2216	1983	1790	1316	1234	1360
Zfp280d	3545	3837	3276	2977	2722	2764
4930526L06Rik	0	0	0	0	0	0
C4bp	0	0	0	0	0	0
Snord72	68	79	69	67	85	66
Snord70	19	15	5	9	6	8
Snord71	15	9	10	7	8	7
Blk	0	0	0	2	0	4
Pfn1	36262	30645	29003	25726	29677	31432
Pfn2	3999	4492	4839	5652	4044	2832
Pfn3	0	0	0	0	0	0
Pfn4	16	31	62	40	65	44
Ubash3a	0	0	0	0	0	0
Phyhipl	11	26	10	15	7	11
3110039M20Rik	0	0	0	0	0	0
Frem3	0	3	2	2	2	0
Frem2	0	0	0	0	0	0
Frem1	19	344	137	1101	457	986
Lipa	7399	7619	9184	6170	6228	4391
Lipc	38	41	103	85	173	148
Lipe	456	470	442	274	345	215
Lipg	12	67	11	24	2	2
Lipf	0	0	0	0	0	0
Lipi	0	0	0	6	0	14
Liph	3	2	3	0	0	2
Lipk	0	2	0	0	3	2
Lipm	0	0	0	0	0	4
Zfp426	1564	1695	1644	1405	1386	1389
Lipn	0	0	0	4	12	8
